,PLZ,Venue_Name,Category,Latitude,Longitude,Address,Distance
527,60389,Backstage,Pub,50.1280705823114,8.69537760496956,"Rothschildallee 36 (Rohrbachtstraße), 60389 Frankfurt am Main",874
528,60389,tegut…,Supermarket,50.139616,8.698938,"Friedberger Landstr. 408 (Valentin-Senger-Str.), 60389 Frankfurt am Main",600
529,60389,Al Terrazzino,Italian Restaurant,50.12929764441615,8.693402105557977,"Rothschildallee 52 (Friedberger Landstraße), 60389 Frankfurt am Main",859
530,60389,Süden,Café,50.128061743823025,8.710286527189666,"Berger Str. 239, 60385 Frankfurt am Main",933
531,60389,Schöneberger,German Restaurant,50.12797550516889,8.710145163879103,"Bergerstr. 237 (Löwengasse), 60385 Frankfurt am Main",935
532,60389,Pizzeria Dick & Doof,Pizza Place,50.128005622885574,8.710183116146625,"Berger Str. 248, 60385 Frankfurt am Main",934
533,60389,Schandis,Middle Eastern Restaurant,50.1293714274103,8.691698728068403,"Nordendstr. 2 (Nibelungenallee), 60318 Frankfurt am Main",946
534,60389,Kiosk 45,Convenience Store,50.12726017495785,8.703602622957305,Frankfurt am Main,826
535,60389,Friedberger Warte,Historic Site,50.1394791009067,8.698326579035827,60389 Frankfurt am Main,605
536,60389,Awake,Café,50.1287183653623,8.692457260837356,"Nibelungenplatz 3, 60318 Frankfurt am Main",953
537,60389,The Irish Pub Bornheim (IPB),Irish Pub,50.12868571546587,8.71134637259536,"Berger Str. 255, 60385 Frankfurt am Main",932
538,60389,Wein Dünker,Wine Bar,50.12905597199821,8.712333082532384,"Berger Str. 265, 60385 Frankfurt am Main",955
539,60389,Alnatura,Organic Grocery,50.126257960572225,8.702382175762839,"Burgstr. 106, 60389",931
540,60389,Shishandis,Hookah Bar,50.129479064241934,8.691435783877285,"Nibelungenallee 3, 60318 Frankfurt am Main",954
541,60389,Fünffingerplatz,Plaza,50.12754301777643,8.709593794461579,"Fünffingerplatz (Berger Str.), Frankfurt am Main",951
542,60431,Zum Adler,German Restaurant,50.143994739198874,8.649135633219455,"Ginnheimer Hohl 2a, 60431 Frankfurt am Main",181
543,60431,Trattoria Pizzeria 6611,Trattoria/Osteria,50.145340976839805,8.651210822316692,"Am Mühlgarten 2, 60431 Frankfurt am Main",46
544,60431,Ginnheimer Wirtshaus,German Restaurant,50.14566825934809,8.643469783425415,"Am Ginnheimer Wäldchen 8, 60431 Frankfurt am Main",506
545,60431,Exis,Greek Restaurant,50.140715723215045,8.639395236968994,"Am Ginnheimer Wäldchen 3, 60431 Frankfurt am Main",948
546,60431,Lidl,Supermarket,50.13895711368489,8.654517531394958,"Platenstraße 99, 60431 Ginnheim",765
547,60431,Confiserie Amendt,Dessert Shop,50.14702876714297,8.661652744135584,"Huegelstr., Frankfurt am Main",813
548,60431,REWE,Supermarket,50.1447652,8.6505351,"Ginnheimer Hohl 9 (bei Mühlgarten), 60431 Frankfurt am Main",65
549,60431,REWE,Supermarket,50.1489205,8.6570168,"Kurhessenstr. 95, 60431 Frankfurt am Main",608
550,60431,REWE,Supermarket,50.14085912510755,8.647868906786812,"Ginnheimer Landstraße 164-180, 60431 Frankfurt am Main",535
551,60431,Ginnheimer Kirchplatz,Plaza,50.14463995746106,8.648654571678914,Frankfurt am Main,156
552,60431,ALDI SÜD,Discount Store,50.1410051902921,8.662256999999954,"Raimundstraße 101, 60320 Frankfurt-Ginnheim",965
553,60431,Mayer Bäckerei,Bakery,50.14333142585165,8.65417317437698,"Raimundstraße, Frankfurt am Main",342
554,60431,Sanmaru Restaurant und Hotel,Asian Restaurant,50.14201079375434,8.647792266889121,"Ginnheimer Landstr. 183, 60431 Frankfurt am Main",420
555,60431,Listen To AFN,Music Store,50.14203008960894,8.646818155310598,Frankfurt am Main,455
556,60431,TOTAL Tankstelle,Gas Station,50.1479845,8.65646017,"Kurhessenstr. 111, 60431 Frankfurt am Main",513
557,60431,PiZZERİA JONNY,Italian Restaurant,50.14105458076851,8.647814235396472,Frankfurt am Main,516
558,60431,Ginnheimer Kebap Haus,Doner Restaurant,50.14038459351775,8.647578461146079,Frankfurt am Main,592
559,60431,Ristorante da Somma,Italian Restaurant,50.148958439409974,8.657484306949899,"Am Schwalbenschwanz, 60431 Frankfurt am Main",636
560,60431,Colorado Park,Playground,50.14109485154881,8.661431494708008,"Raimund-Straße, 60320 Frankfurt am Main",909
561,60431,Minigolf-Platz an der Nidda,Mini Golf,50.15123838950869,8.641670175983823,"Hadrianstr. 50, 60439 Frankfurt am Main",911
562,60431,TSG 51 Fussballverein,Soccer Field,50.15358509781324,8.648357956479227,"Niedwiesenstr., Frankfurt am Main",929
563,60431,Markus-Krankenhaus Straßenbahn,Tram Station,50.136852319576654,8.645946745180629,Frankfurt am Main,1001
564,60433,Zur Golden Kron,Restaurant,50.16127037,8.656112775206566,"Alt Eschersheim 58, 60433 Frankfurt am Main",635
565,60433,Speisekammer,German Restaurant,50.15734998460877,8.648522308799514,"Alt Heddernheim 41, 60439 Frankfurt am Main",874
566,60433,Momberger,German Restaurant,50.158405819478034,8.649680237975687,"Alt-Heddernheim 13, 60439 Frankfurt am Main",816
567,60433,Brighella,Italian Restaurant,50.150889671105496,8.663138933305246,"Eschersheimer Landstraße 442, 60433 Frankfurt am Main",634
